,id,real_logit,real_time,fake_logit,fake_time,edge_score_x,contrast_score_x,brightness_score_x,saturation_score_x,edge_score_y,contrast_score_y,brightness_score_y,saturation_score_y
0,0.0,-8.378802,6.175854,,,,,,,46.383219715250966,55.55207234168112,112.14830477799228,127.6637306949807
1,1.0,-14.644643,6.019991,-14.259941,4.871066,39.066505432128906,89.458505114065,105.0942039489746,178.70991897583008,47.35413584812624,54.62418061735608,124.60140224358976,62.4177483974359
2,10.0,-6.296502,6.170134,2.417957,4.809377,42.94954681396485,41.15094354518833,141.6487693786621,99.8537940979004,74.20303852576336,52.41847708345303,163.5353619990458,62.29595658396946
3,100.0,-8.054534,6.067291,,,,,,,17.83098293222004,60.483585912613535,152.16266576620825,84.74314219056974
4,1000.0,-1.293363,5.589392,,,,,,,10.685291402953586,47.56868202055005,176.07651635021097,79.74777492088607
5,10000.0,-3.766428,5.103627,,,,,,,6.772951468894009,46.437863045530136,164.3284166186636,28.870622119815668
6,10001.0,-1.101795,4.598725,,,,,,,8.358371962915601,44.44769202866255,105.2611253196931,39.6825327685422
7,10002.0,-6.988107,5.419856,,,,,,,28.991716324833703,66.79321229362425,151.1346175166297,83.24052106430155
8,10003.0,-3.911917,5.860957,,,,,,,11.585897197420636,54.95079578825837,129.67527281746032,124.43039124503969
9,10004.0,-5.573307,5.109766,,,,,,,24.42457191780822,65.45196697213021,148.0376926369863,53.79420662100457
10,10005.0,-6.189642,4.90005,,,,,,,14.536185213414637,48.52835349476717,126.97806783536583,81.7166006097561
11,10006.0,-3.233552,5.363917,,,,,,,18.93295113908873,51.66297032592072,181.2465227817746,49.09944544364508
12,10007.0,-6.387491,3.685149,,,,,,,15.59766447368421,50.55226635207772,190.11504385964912,22.5409375
13,10008.0,-4.747356,4.87258,,,,,,,6.09195006127451,42.93247972141126,76.93624004289215,68.22761948529411
14,10009.0,-5.909446,5.114921,,,,,,,12.845426739386792,36.27518651617567,134.9150685436321,90.7501216096698
15,1001.0,-6.675946,6.084837,,,,,,,34.343454047861506,50.74528652960643,102.35449656313644,96.39416369653767
16,10010.0,-7.099156,6.418098,,,,,,,19.420297504798462,32.815031343348515,162.55681981765835,13.212110124760075
17,10011.0,-5.989115,4.752348,,,,,,,21.79867305276382,65.68553709750434,175.68853643216082,50.57311950376885
18,10012.0,-8.228276,4.534905,,,,,,,16.589810327540107,42.66996768775058,170.771875,27.92583556149733
19,10013.0,-2.870132,5.353462,,,,,,,11.440539965986394,57.8371059079858,184.3247590702948,28.23084608843537
20,10014.0,-6.665223,5.121966,,,,,,,23.31564716312057,60.496544201741536,182.54567449763596,29.98443040780142
21,10015.0,-3.661539,5.934936,,,,,,,11.447326848785872,54.16799092887879,140.003587196468,51.65621895695365
22,10016.0,-5.331429,4.93508,,,,,,,13.686440149625936,66.46723753033703,129.79214463840398,87.25694747506235
23,10017.0,-3.996432,3.94208,,,,,,,16.2921778250774,44.58386593665882,193.776514125387,78.17586590557275
24,10018.0,-9.880557,3.732744,,,,,,,36.77470601045296,83.07990696655081,168.64946646341463,52.79203506097561
25,10019.0,-5.367111,6.003713,,,,,,,19.932194544057374,59.4529571137093,157.93917456454918,55.26087346311476
26,1002.0,-7.611939,6.124452,-2.602079,4.8334,21.031021118164062,43.049705906663775,102.27618789672852,124.73833084106444,16.510293560606062,55.49086456703735,93.33467171717172,96.69629103535354
27,10020.0,-4.468608,5.101108,,,,,,,13.005721726190476,59.89738947928171,138.48142113095238,44.40469866071429
28,10021.0,-3.556104,5.01785,,,,,,,19.59625,72.44415668886595,118.19577936746988,108.77117093373494
29,10022.0,-7.967244,4.728083,,,,,,,11.409306006493509,81.80381443399254,159.9310146103896,46.533125
30,10023.0,-8.809283,4.533407,,,,,,,24.568178453947368,49.126457911342825,92.15188733552633,161.5435074013158
31,10024.0,-8.679328,4.972577,,,,,,,23.236682457212712,46.88086552780887,91.09485024449876,147.73657166870416
