id,edge_score,contrast_score,brightness_score,saturation_score
0,46.383219715250966,55.55207234168112,112.14830477799228,127.6637306949807
1,47.354135848126234,54.62418061735608,124.60140224358975,62.4177483974359
10,74.20303852576336,52.41847708345303,163.5353619990458,62.29595658396946
100,17.83098293222004,60.483585912613535,152.16266576620825,84.74314219056974
1000,10.685291402953586,47.56868202055005,176.07651635021097,79.74777492088607
10000,6.772951468894009,46.437863045530136,164.3284166186636,28.870622119815668
10001,8.358371962915601,44.44769202866255,105.2611253196931,39.6825327685422
10002,28.991716324833703,66.79321229362425,151.1346175166297,83.24052106430155
10003,11.585897197420636,54.95079578825837,129.67527281746032,124.43039124503969
10004,24.42457191780822,65.45196697213021,148.0376926369863,53.79420662100457
10005,14.536185213414635,48.528353494767174,126.97806783536585,81.7166006097561
10006,18.93295113908873,51.66297032592072,181.2465227817746,49.09944544364508
10007,15.59766447368421,50.55226635207772,190.11504385964912,22.5409375
10008,6.09195006127451,42.93247972141126,76.93624004289215,68.22761948529411
10009,12.845426739386792,36.27518651617567,134.9150685436321,90.7501216096698
1001,34.343454047861506,50.74528652960643,102.35449656313645,96.39416369653767
10010,19.420297504798466,32.815031343348515,162.55681981765835,13.212110124760077
10011,21.79867305276382,65.68553709750434,175.68853643216082,50.573119503768844
10012,16.589810327540107,42.66996768775058,170.771875,27.925835561497326
10013,11.440539965986394,57.8371059079858,184.3247590702948,28.230846088435374
10014,23.315647163120566,60.496544201741536,182.54567449763593,29.98443040780142
10015,11.447326848785872,54.16799092887879,140.003587196468,51.656218956953644
10016,13.686440149625936,66.46723753033703,129.79214463840398,87.25694747506235
10017,16.2921778250774,44.58386593665882,193.776514125387,78.17586590557275
10018,36.77470601045296,83.07990696655081,168.64946646341463,52.79203506097561
10019,19.932194544057378,59.4529571137093,157.93917456454918,55.260873463114756
1002,16.510293560606062,55.49086456703735,93.33467171717172,96.69629103535354
10020,13.005721726190476,59.89738947928171,138.48142113095238,44.40469866071429
10021,19.59625,72.44415668886595,118.19577936746988,108.77117093373494
10022,11.409306006493507,81.80381443399254,159.9310146103896,46.533125
10023,24.568178453947368,49.126457911342825,92.15188733552631,161.5435074013158
10024,23.236682457212712,46.88086552780887,91.09485024449877,147.73657166870416
10025,13.87528578528827,47.34135877427565,113.85118041749503,120.10775037276342
10026,17.346678870292887,52.49688140247785,112.20426582112971,71.27026019874477
10027,12.442301908995816,62.32615077690349,40.38720253661088,67.21625588389121
10028,24.518599633891213,62.85353500691339,63.81295109832636,94.13911807008368
10029,12.32997784229829,71.12902124733651,162.8343788202934,77.00248701100244
1003,18.634743765206814,36.48708144362901,161.14718293795622,97.70227341849149
10030,19.089117005813954,64.4598816200799,105.35195494186047,180.21412790697676
10031,18.320588474025975,26.520025657529665,214.46997564935066,39.87084415584415
10032,13.520017505186722,68.28132770891196,70.93859569502075,106.49161371887966
10033,14.067131838422393,58.14699158176547,143.32982267811704,134.2862356870229
10034,13.399598684210526,38.34877470842802,69.53448026315789,106.98716447368422
10035,12.894976265822784,48.91350511359398,97.84255834651898,87.59882070806962
10036,18.891631637168143,65.5682361370609,107.26923672566372,74.78536227876106
10037,8.03467694652908,41.558789535493865,93.22283360694183,54.28535412757974
10038,16.41304802202284,20.614059308533744,209.78128313621534,43.639029363784665
10039,9.704441713483146,18.59051267614469,131.29754213483147,104.58144604400749
1004,30.920203699226306,43.78979959915844,150.85219112669245,143.7566459139265
10040,39.76604142938496,28.613687615208775,165.72509253986334,13.431363895216402
10041,26.46333480342742,72.4513800827367,104.95616179435484,19.609447454637095
10042,8.305804480651732,47.79590649967298,87.8857974796334,61.529582484725054
10043,15.499463791512914,50.76790856679503,93.54669049815499,91.08187269372694
10044,14.880978579812206,61.78365938813484,80.86901775234742,114.75278022300469
10045,25.912767974934038,74.25503795738855,114.92761790897097,70.57068766490765
10046,24.608755760368663,37.47688801388606,210.00137528801844,5.952998991935484
10047,44.26645931603774,49.45640921302633,82.7234021226415,116.35931898584906
10048,38.36566955798479,47.36142069706523,165.175427756654,39.559906725285174
10049,57.841426886792455,61.7049162378332,97.15240271226415,104.9335908018868
1005,52.63171115451389,39.28300387739737,94.87945963541667,61.61631944444444
10050,45.59896185247748,49.702133645649134,129.4742504222973,83.46071579391892
10051,78.603162301061,46.768267295331995,157.92650862068965,80.56680620026525
10052,29.017490234375,52.45857380149847,111.42521158854167,61.82559244791667
10053,37.360105942234846,29.441375698826302,130.36439689867424,162.6137784090909
10054,29.226066222084366,44.7989224520331,89.48125387717121,120.84424627791563
10055,30.310561497326205,46.636660527096616,167.78623412433154,59.1328125
10056,27.77573263888889,74.67605329143333,110.83334722222222,108.69031597222222
10057,37.72634744623656,86.9195223921177,128.59641129032258,71.35533938172043
10058,24.223935403563942,68.50407998250651,95.3615664308176,86.71182193396227
10059,8.56558797393365,37.74954032176518,82.3325903436019,117.06575829383887
1006,18.894593057753166,50.19422787416829,126.11834701344937,123.328515625
10060,5.160781630170316,28.128515346291685,88.59157162408759,97.29644920924574
10061,27.008400612472162,27.21622130602328,169.21258351893096,102.6916829064588
10062,29.312671232876713,54.85918194367122,86.51583190639269,85.03000499429224
10063,28.257414079822617,59.7831703439126,82.4537659368071,100.14352134146341
10064,40.55427433894231,51.256349623994055,76.92525165264423,82.42424879807692
10065,24.959425654613465,53.5656816129585,135.57106842269326,86.67937577930175
10066,20.85862594902386,45.09213912030512,47.88954040130152,102.39436347613884
10067,14.597274000974659,59.59330811962322,130.08533442982457,65.4281980994152
10068,12.747969084582442,38.00639965272908,55.132123260171305,138.20986014453962
10069,26.521840277777777,51.90521229829044,98.15945486111112,172.3317847222222
1007,43.145966487556564,51.05297849139975,114.64925056561086,67.6029800622172
10070,22.75660350678733,41.02938551279746,97.78166713800906,75.96414734162896
10071,20.001095695020748,54.13314170112607,104.83239107883817,132.86774183091288
10072,15.238345959595959,30.42814261038621,90.8103125,72.69992424242425
10073,28.104886014344263,62.289173355894185,70.41255443135246,65.43416688012294
10074,11.830496066433566,56.59140357522997,144.22427884615385,51.44700976107226
10075,20.791678125,63.336177514484085,121.409796875,63.248771875
10076,16.74817656560636,49.46674330921175,142.99061568091452,72.42023173459245
10077,14.92999875498008,55.899695166794544,89.52357133964144,108.93991222609561
10078,14.9354141198044,56.16591834403226,87.14339089242054,115.72259703545232
10079,20.988227982954545,69.62981317002355,104.12353693181818,53.93083806818182
1008,16.598785120412845,47.01153135448286,103.64494337729357,126.06759962729357
10080,4.606624251497006,56.60771050273184,88.46201347305389,64.67850548902196
10081,8.318586282169118,34.22854820412593,38.07231732536765,74.69993968290441
10082,15.02095844972067,46.790225402335054,102.80004073556798,75.80587465083799
10083,6.847727272727273,60.22153710943528,81.61133066152597,123.68563058035714
10084,19.38890583773087,44.220116179695175,114.14454980211082,77.46557965039578
10085,3.0378275681341718,52.94232659910227,42.44688155136269,81.39552869496855
10086,6.782215493601463,53.23705473649341,104.46937557129799,1.6559814899451555
10087,5.698234707446809,64.86261809480372,97.97753656914894,112.06356050531915
10088,14.9620859375,64.58614924010901,117.80823046875,113.78281640625
10089,11.135607437015503,42.21775525111418,81.44643895348837,131.40764898255813
1009,43.099038696289064,43.41773198214242,157.60951538085936,165.62442016601562
10090,38.16871995192308,62.94212800718489,119.25054086538462,68.55975060096154
10091,10.542889747191012,50.70173274947687,57.33579412453184,126.09926264044944
10092,5.093007015306123,26.705175403554936,30.14502869897959,124.77439413265306
10093,20.39128979037267,52.42393252118123,127.12903241459627,97.4360588121118
10094,8.517872431506849,69.83388090714504,66.66179366438357,157.67231378424657
10095,24.86957532051282,64.63182937558602,112.28079727564102,125.10425080128205
10096,4.801507244597249,25.486915499331047,29.62928536345776,184.70743492141455
10097,7.222641340648855,53.25203944393809,118.30676586354961,73.66456047232825
10098,8.657400627615063,63.89682088447269,42.36642586297071,164.3445998953975
10099,11.690344704198473,54.10684121796323,81.02281727099236,142.28218332538168
101,16.23622271825397,46.05998185469024,49.02663070436508,138.71086929563492
1010,18.603468570745697,31.113528353495628,83.63182660133843,72.8817698374761
