id,edge_score,contrast_score,brightness_score,saturation_score
1,39.066505432128906,89.458505114065,105.09420394897461,178.70991897583008
10,42.949546813964844,41.15094354518833,141.6487693786621,99.85379409790039
1002,21.031021118164062,43.049705906663775,102.27618789672852,124.73833084106445
1003,24.367881774902344,39.183312083878526,134.62908935546875,93.06547927856445
1004,32.78433609008789,73.15034281655036,114.31123733520508,101.25257110595703
1005,34.72855758666992,50.025943929639645,106.02923202514648,143.7954216003418
1006,13.902862548828125,53.67691001420901,130.1892967224121,73.27809143066406
1007,15.506050109863281,41.0955776377213,132.53977584838867,91.9889907836914
1008,21.25411605834961,62.562737109859626,117.97441482543945,125.21012878417969
1009,24.413726806640625,40.72559188392133,111.39970779418945,139.97906494140625
1010,18.500885009765625,61.760738935726806,115.91824722290039,76.63102340698242
1011,13.136894226074219,34.096909387230916,106.99159622192383,116.62751770019531
1012,27.823707580566406,55.07548647299555,102.08843994140625,144.41368865966797
1013,13.944541931152344,48.94041658879968,127.7708854675293,104.9671859741211
1014,18.93901824951172,46.7553636737016,86.45057678222656,163.44888305664062
1015,23.95111083984375,64.95832393309898,100.26839447021484,137.4421272277832
1016,14.72540283203125,44.52166582505817,98.16643524169922,75.37010192871094
1017,21.727615356445312,52.454846422229316,123.8502426147461,125.17860412597656
1019,15.77078628540039,44.566808426150565,112.63998413085938,101.90147018432617
1020,25.143047332763672,48.29594811377984,140.1462745666504,140.73175811767578
1021,22.504776000976562,51.41434282566976,113.38046646118164,108.14420700073242
1024,19.600811004638672,51.69898083461138,111.99741744995117,145.3017349243164
1025,25.11407470703125,84.99761967616594,122.84611892700195,151.2074737548828
1026,39.43363571166992,66.53202493290927,97.94694137573242,139.4025421142578
1027,34.66141891479492,68.66277000000615,100.84947967529297,170.93997955322266
1028,42.023277282714844,77.75321701643507,104.16249465942383,141.95009994506836
1029,36.7374153137207,62.6898970487945,110.67969131469727,122.35163879394531
1030,47.75587463378906,64.07554411920623,136.0184211730957,95.69625091552734
1031,32.136680603027344,59.69172551172279,76.47701263427734,122.12641525268555
1032,32.87400436401367,77.88227912047475,102.66523742675781,196.1028175354004
1033,33.112205505371094,63.54097424361041,101.34426879882812,136.8910140991211
1035,32.901344299316406,64.0574642731756,88.7354736328125,162.84427642822266
1037,25.274967193603516,52.22402120210002,99.01243209838867,152.92232131958008
1038,29.76739501953125,62.146012768701034,90.14530944824219,141.27791213989258
1039,33.283851623535156,54.932638341402615,118.82686996459961,176.46692657470703
1040,30.677841186523438,63.86560385676752,93.7350845336914,164.2452735900879
1041,36.80177307128906,59.57546376840914,106.0255126953125,136.17336654663086
1042,41.92041015625,54.540690080837415,108.7904052734375,124.90077209472656
1043,26.365943908691406,69.42108332434684,99.38806533813477,155.36437606811523
1044,22.31909942626953,59.3776695851473,87.23531723022461,129.5176124572754
1045,19.930686950683594,64.75690720224094,92.71759796142578,154.31197357177734
1046,31.667724609375,71.45569201888702,93.5133285522461,164.60581970214844
1047,40.20890426635742,68.86319290121124,106.36837387084961,125.2052116394043
1049,39.394981384277344,77.93625067567397,94.58982467651367,163.64069747924805
1050,20.623859405517578,74.13925063531109,90.72628021240234,158.6119155883789
1051,19.140338897705078,47.33800597985733,76.80670928955078,111.51853942871094
1052,28.059940338134766,70.12068268978192,100.08830261230469,170.8728141784668
1053,31.35729217529297,55.643820027585875,96.54327392578125,145.50905227661133
1054,20.55034637451172,58.11312442372136,102.47771453857422,129.122802734375
1055,30.190998077392578,58.84644051033434,110.16609573364258,129.76572799682617
1056,25.399826049804688,82.383997171601,120.38460159301758,131.36698532104492
1057,23.13961410522461,54.12448297293001,110.46951293945312,150.9778594970703
1058,26.23741912841797,91.73821881774006,129.5558204650879,137.80415725708008
1059,20.428028106689453,56.061582483985156,75.45773696899414,189.2752799987793
1060,34.29833984375,75.64498116962726,99.74234771728516,164.58517837524414
1061,21.16977310180664,61.555075482994475,82.4521255493164,152.96710968017578
1062,20.947784423828125,77.9128541155356,102.84869384765625,142.18246841430664
